label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,8_post,8_pre,9_post,9_pre,10_post,10_pre,11_post,12_post,12_pre,13_post,13_pre,14_post,14_pre,15_post,15_pre,16_post,16_pre,17_post,17_pre,19_post,19_pre,20_post,20_pre,21_post,21_pre,22_post,22_pre,23_post,23_pre,24_post,24_pre,25_post,25_pre,26_post,26_pre,27_post,27_pre,28_post,28_pre,29_post,29_pre,30_post,30_pre,31_post,31_pre,32_post,32_pre,33_post,33_pre,blank1,blank2,blank3,blank4,gen_02_post,gen_02_pre,gen_02_pre_241103200910,gen_03_post,gen_03_pre,gen_04_post,gen_04_pre,gen_05_post,gen_05_pre,gen_06_post,gen_06_pre,gen_07_post,gen_07_pre
g,390,390,60,255.233459,3.031,0.829548,[M-H]-,,C16:0,C16:0,C16H32O2,0.555,1.972865,255.233459,370682336.00,775508544.00,5859746.50,89250872.00,400304128.00,130249128.00,18737654.00,37671508.00,108140712.00,35283584.00,60529728.00,87209424.00,392792032.00,61665740.00,118865496.00,65573360.00,236902256.00,4654076.00,29352112.00,142717808.00,121052736.00,13413529.00,60047716.00,24954504.00,86731944.00,19590412.00,51512004.00,32480744.00,73375000.00,41909828.00,84880520.00,62390644.00,37233920.00,53118096.00,46484836.00,34269136.00,63059136.00,17525454.00,22258802.00,27579368.00,98022776.00,32684022.00,75220688.00,66490724.00,69172984.00,33740476.00,92038664.00,19265350.00,35496992.00,77791552.00,94080408.00,95349752.00,89081680.00,79893248.00,816993472.00,339028192.00,1059250624.00,297907968.00,50646420.00,73981488.00,137032912.00,198847856.00,200642512.00,127404472.00,469819616.00,311639296.00
g,398,398,17,244.155899,7.476,0.843724,[M-H]-,,2-Methylbutyroylcarnitine,2-Methylbutyroylcarnitine,C12H23NO4,0.674,1.937383,244.155899,14536.99,32597.91,3743.59,0.00,4119.56,9417.47,1436.69,8096.66,10776.95,8197.87,3109.46,10105.46,6805.06,6958.18,6080.66,177793.33,25407.65,0.00,1780.53,5654.08,11200.59,3666.51,2626.50,1325.48,21799.07,2710.47,12143.20,0.00,12576.12,2395.18,19915.50,3023.70,13136.36,7658.96,21223.78,0.00,4102.36,1308.46,0.00,1583.32,14045.57,1665.81,0.00,15106.39,4700.63,0.00,0.00,2228.97,1292.65,0.00,0.00,965.05,997.32,0.00,3409.14,6227.97,0.00,31830.15,7080.05,20356.34,22356.04,88730.21,1663.86,25547.56,8109.25,1158.24
g,399,399,15,244.155853,7.120,0.822322,[M-H]-,,Isovaleryl carnitine C5,Isovaleryl carnitine C5,C12H23NO4,0.670,1.749894,244.155853,10093.25,32597.91,5006.75,6152.13,4119.56,23872.29,24792.78,34704.59,56228.21,51246.02,37685.39,6977.46,6805.06,25977.53,5631.24,177793.33,17134.98,30447.21,27322.82,3083.82,24071.66,28519.54,8453.70,22993.65,21799.07,4008.72,10818.88,7541.32,12576.12,13440.34,15588.84,10674.44,32175.59,20576.53,28474.71,41616.27,45429.48,34487.61,32602.28,24093.20,23520.79,23087.19,37041.25,15106.39,32626.23,54465.47,54204.44,40362.49,20217.86,0.00,0.00,1206.11,0.00,3640.52,3409.14,6227.97,0.00,31830.15,5152.47,20356.34,22356.04,88730.21,7478.19,25547.56,8109.25,16440.11
g,400,400,34,244.167023,13.882,0.852186,[M-H]-,,Lys-Val,Lys-Val,C11H23N3O3,0.768,1.437347,244.167023,4637601.50,991327.00,2008768.00,1950952.62,2155222.25,649866.75,566362.94,183670.75,385866.09,70300.12,44649.55,508948.84,2313405.25,1291161.12,522899.25,1966585.62,613763.19,1868.25,65052.50,986238.81,121218.25,9402.83,22587.05,463140.66,1629581.50,1541864.00,400409.16,1033626.00,197151.92,767222.19,248752.12,1260685.62,801661.00,614868.06,314621.97,7887.14,27748.25,21625.00,203612.19,973504.31,388957.28,112103.96,110152.62,2465402.25,220447.05,0.00,21468.94,296185.84,92073.15,0.00,0.00,0.00,1573.23,1375900.25,358836.50,518132.84,550779.06,2031059.62,1725562.00,662157.06,356902.03,1091842.50,3643238.75,1313743.25,689716.50,170263.33
g,408,408,9,246.098785,13.021,0.819159,[M-H]-,,Malonylcarnitine,Malonylcarnitine,C10H17NO6,0.324,1.922087,246.098785,13226.13,29253.94,7877.34,21752.57,24016.09,9207.50,17602.83,7012.31,9613.59,5573.81,7958.86,21856.47,48410.52,5646.52,15820.43,53607.73,64102.96,1428.78,2046.03,33314.00,13847.70,1922.81,4183.62,80685.84,271866.75,36970.36,20063.26,1891.71,4673.41,9338.25,6427.70,16411.30,30474.79,2974.99,18691.67,67967.16,48739.93,2804.83,2483.55,10555.98,7074.56,12839.40,6889.50,18137.86,39227.07,0.00,0.00,9775.60,23328.35,0.00,1070.24,1061.35,1650.55,17884.88,10881.92,9446.14,12152.57,71115.89,9059.48,12701.86,6493.77,14944.94,29333.20,20504.85,51159.14,11792.66
g,415,415,49,131.071640,4.116,0.840088,[M-H]-,,hydroxyisocaproic acid,hydroxyisocaproic acid,C6H12O3,0.060,2.095486,131.071640,355714528.00,206615744.00,5191170.50,5537343.50,35972200.00,14716136.00,832822.75,116186.23,344410.28,94890.79,119065.73,21549634.00,169356944.00,10749763.00,5996410.50,11521541.00,13762985.00,34353352.00,1094202.50,2576322.00,2674070.50,74251.77,692357.50,2231725.25,12087733.00,1507378.88,4031540.75,943518.31,4356981.50,9532085.00,6166475.50,3036520.00,4783882.00,2555274.00,1465699.50,127405.04,238272.50,136324.06,1968178.38,3726529.25,3177096.75,97200.59,209952.77,3033906.25,4235315.00,132707.22,78589.98,176564.70,1300076.88,93740.31,82012.41,75667.56,62609.51,3432998.00,1169149.00,132146.50,578091008.00,109252888.00,2966005.25,3938284.00,9551178.00,27613776.00,52583644.00,16679512.00,622701312.00,4011415.25
g,416,416,51,131.071655,4.116,0.844498,[M-H]-,,2-hydroxy-b-methylvalerate,2-hydroxy-b-methylvalerate,C6H12O3,0.346,2.211902,131.071655,355210272.00,205896240.00,5267943.00,5537343.50,36119076.00,14716136.00,832822.75,116186.23,344410.28,94890.79,119065.73,21559032.00,168998976.00,10749763.00,5996410.50,11521541.00,13762985.00,34353352.00,1094202.50,2576322.00,2674070.50,74251.77,692357.50,2231725.25,12087733.00,1507378.88,4031540.75,943518.31,4356981.50,9532085.00,6166475.50,3036520.00,4783882.00,2555274.00,1465699.50,127405.04,238272.50,136324.06,1968178.38,3726529.25,3177096.75,97200.59,209952.77,3033906.25,4235315.00,132707.22,78589.98,176564.70,1300076.88,92773.10,79758.70,72757.55,60714.68,3432998.00,1221266.12,132146.50,575701824.00,108955328.00,2966005.25,3938284.00,9610099.00,27563122.00,52468980.00,16679512.00,618172928.00,4011415.25
g,418,418,62,132.030655,13.413,0.841096,[M-H]-,,aspartate,aspartate,C4H7NO4,0.142,3.235972,132.030655,45001536.00,38455920.00,11632768.00,7973773.50,27301946.00,5606579.50,2126117.25,764677.56,2000764.38,536892.44,411783.12,20425338.00,34541964.00,5247122.50,11207463.00,10399213.00,13231043.00,179302.17,4074036.00,9398567.00,3256912.25,960098.06,521914.84,2521811.25,11091983.00,4987695.50,5235460.00,2777227.00,2628140.50,2720047.00,5318760.50,5796166.50,6495624.50,3610846.25,2147652.50,167881.59,527835.69,337162.88,2551200.00,9513881.00,4854290.50,1768093.62,956777.94,11653232.00,2555152.25,274324.75,978168.69,4497226.00,1771633.88,25098.45,20900.02,46189.06,112100.46,8726059.00,1528375.88,1967042.62,7379580.50,21947542.00,13482199.00,5177011.50,3448626.75,21825040.00,36649060.00,7155241.50,10584187.00,3006245.75
g,423,423,52,133.014648,13.221,0.818171,[M-H]-,,malate,malate,C4H6O5,0.252,2.982602,133.014648,2591682.00,15115023.00,457185.91,864767.81,5469329.50,2058013.38,746231.81,513816.91,517267.41,442329.28,617277.06,7237145.50,24462150.00,1254756.75,1375368.88,2745958.25,1777699.62,400930.47,1138443.38,1169925.50,872513.19,724698.19,726608.00,908782.31,3435704.25,1317994.62,3491926.25,50828300.00,1291016.62,1076542.75,1484224.62,519982.09,888384.56,679442.06,607799.44,159644.53,339938.47,754196.81,657814.06,1523849.50,1305193.62,454657.25,354262.25,1523338.88,1614713.50,696304.06,471411.28,836409.94,566635.56,683951.75,417062.22,116217.03,150039.81,703376.31,1090869.12,1647159.50,898168.06,2978110.25,1236505.62,1386816.50,1857226.62,4352586.50,2887175.75,937305.00,9609651.00,3329483.00
g,427,427,59,134.047729,7.405,0.833345,[M-H]-,,adenine,adenine,C5H5N5,0.125,3.756438,134.047729,9661546.00,49604268.00,13218115.00,54723732.00,121134656.00,58292740.00,7027068.50,563723.31,2986956.75,683058.00,656217.81,16204843.00,6679235.50,30468166.00,8365458.50,11535057.00,13851341.00,2319422.00,7292103.50,25857480.00,13438511.00,249968.11,1570223.62,1485275.88,63160512.00,4761545.00,14116823.00,5916664.00,3377305.75,2509651.75,17247150.00,22356856.00,6628293.50,13755271.00,3050021.25,171404.33,904663.75,421623.66,4656340.00,18538074.00,9477266.00,801002.50,2399801.25,35152944.00,11378123.00,43592.18,1234912.12,1186229.38,5623228.50,105531.21,54347.53,16066.85,14461.57,6089840.00,8648287.00,19079106.00,23588946.00,77068680.00,22686202.00,12721399.00,39404744.00,36449856.00,34895428.00,18905350.00,15829231.00,9078216.00
g,445,445,43,135.031693,7.519,0.811364,[M-H]-,,hypoxanthine,hypoxanthine,C5H4N4O,0.190,3.390058,135.031693,44353340.00,120864064.00,5587687.00,5408908.50,32081110.00,10125997.00,2657707.00,145719.08,248722.77,154593.42,50998.09,56717504.00,99432448.00,13239813.00,5300243.00,28729254.00,2737265.00,29401.08,2270851.75,8713919.00,3999573.25,37612.02,115380.69,1489368.38,15233736.00,5526881.50,1587906.50,1006499.19,1501958.12,1215743.12,9507413.00,4793045.50,1989738.38,781627.19,745276.81,23508.01,52213.89,77375.15,808002.69,1658787.00,1569379.88,100182.04,214681.52,12040979.00,870387.06,11999.11,213955.42,2631768.00,1291856.62,9391.58,10709.17,11700.20,21476.44,2994975.25,1545619.88,1126292.62,9095641.00,14816668.00,9121245.00,1184625.38,2823767.25,60854548.00,39635472.00,11058934.00,64576052.00,15439096.00
g,448,448,48,129.019669,11.918,0.817247,[M-H]-,,Itaconic  acid,Itaconic  acid,C5H6O4,0.082,2.601884,129.019669,2652751.75,3671336.00,149433.75,271905.03,911105.81,498256.75,198003.17,67400.79,96102.25,87221.40,45590.79,676148.62,997210.50,1264624.12,352608.09,295427.72,308007.41,95728.96,147815.20,116575.44,203378.56,46600.32,63602.20,165804.33,654753.06,142114.23,804245.75,175433.00,252934.94,178386.88,232369.20,113624.62,216924.81,67019.07,134646.62,62259.04,64008.06,40428.57,121456.84,60603.57,113815.29,77501.38,63493.86,377469.66,326115.78,47460.95,41976.01,71343.84,58028.32,27610.26,24523.37,37657.52,27943.09,210352.27,90945.85,134736.88,5850212.00,3045470.00,185928.67,233632.20,469974.84,1314421.38,1241638.00,573791.25,794514.69,639630.31
g,452,452,38,129.092392,4.144,0.836876,[M-H]-,,Heptanoic acid,Heptanoic acid,C7H14O2,0.204,2.245815,129.092392,4610151.00,143084304.00,36217388.00,86189400.00,797129.00,144433584.00,399589.91,388395.84,17296426.00,2643545.25,946977.00,1601000.12,109203080.00,1095177.50,478722.66,790354.81,520676.62,531816.44,570451.31,726964.00,13195539.00,483813.22,870273.50,419472.62,16593933.00,721054.00,46106368.00,758371.19,5944015.50,525062.81,375883.97,33871852.00,2452004.75,471913.50,10497925.00,203916.50,2233168.25,498422.50,298275.50,31992230.00,16281504.00,2660822.25,4137888.00,3388274.75,4422788.00,613989.75,700558.69,514559.97,20630030.00,773602.00,854505.19,745531.00,697759.56,931418.50,224571.08,337843.12,51790788.00,52060384.00,10124342.00,11324004.00,621746.81,1689262.12,2279990.25,610054.81,81580824.00,28779800.00
g,453,453,57,130.051315,8.266,0.837297,[M-H]-,,N-Acetyl-L-alanine,N-Acetyl-L-alanine,C5H9NO3,0.479,2.698574,130.051315,20470408.00,2003415.38,444346.12,187402.58,2286248.25,1420528.12,1001454.00,2957061.25,1445427.00,113832.40,117638.49,2886842.75,7696772.50,647490.94,682128.56,3633360.25,929910.50,203666.95,95463.29,6312502.00,151339.31,631863.00,202709.45,208737.08,415199.59,481055.41,187948.58,558935.56,76218.60,277943.22,205206.67,458025.78,283351.03,332578.38,192058.70,124564.43,449869.41,299134.47,299457.66,113742.79,124906.73,1227588.62,861658.06,238372.58,84370.00,176060.31,398019.91,139138.17,73244.33,14301.67,19017.03,16162.99,24861.51,334866.47,71289.82,75377.73,6224828.00,3903087.25,229195.11,119127.94,379318.47,1834030.88,1237803.88,567289.56,19746718.00,171724.19
g,455,455,61,130.051300,11.885,0.833999,[M-H]-,,Aminolevulinic acid,Aminolevulinic acid,C5H9NO3,0.325,2.581245,130.051300,864829.06,1729897.38,549777.31,1282683.88,818198.00,1217323.00,230660.83,630752.31,441091.78,145266.83,206279.83,1230032.62,2591579.25,772956.19,635462.56,795550.56,1307018.00,213761.30,374539.88,371022.41,633720.31,244492.17,99460.98,1034298.81,2182062.00,1195258.62,1210075.62,219162.00,702261.00,269083.28,545249.56,606710.81,613009.19,508710.34,760353.31,37050.07,164872.48,324768.34,401930.91,213541.50,1053194.62,590930.81,274750.00,4430977.50,1511531.00,29993.95,234598.00,528126.12,315623.19,13665.73,10431.38,9448.07,23204.53,619757.06,161804.94,271401.72,404246.34,2568508.75,619566.06,337054.66,538313.06,2698119.25,906184.25,516965.16,970148.19,1368560.12
g,460,460,33,130.087769,9.870,0.720656,[M-H]-,,isoleucine,isoleucine,C6H13NO2,0.092,3.167005,130.087769,217097024.00,138922864.00,28474974.00,16464395.00,102260840.00,16477783.00,3997598.00,1239736.88,2371668.75,349939.50,269148.16,142738816.00,200854832.00,8940217.00,41196748.00,91856672.00,26506598.00,82522.64,916016.19,99258336.00,2322409.25,374778.34,201346.89,5158608.50,19476776.00,23005134.00,4095237.00,16937232.00,2327655.00,21584930.00,7643796.00,22945872.00,10438526.00,3684054.00,2541512.00,129985.10,228521.64,251972.83,5197867.50,9786991.00,3857143.75,1359333.88,573073.31,29029488.00,2947404.75,185764.81,386628.12,8548310.00,1588067.62,18748.98,10587.08,10898.71,30665.65,50130848.00,2808484.75,6564347.50,96267136.00,79878784.00,34835348.00,6960794.50,6495656.50,70239272.00,206477520.00,23713342.00,319428480.00,6899410.00
g,461,461,62,130.087738,9.374,0.829585,[M-H]-,,leucine,leucine,C6H13NO2,0.082,2.932412,130.087738,429575552.00,258119632.00,74794888.00,46012884.00,275630656.00,42176916.00,9524926.00,2683356.25,4987566.50,660463.81,432130.09,332157216.00,421827744.00,29032864.00,126251304.00,269490912.00,68865792.00,107987.59,2033014.88,224291344.00,6002650.50,433183.59,412012.78,12337600.00,42336848.00,52810868.00,11699363.00,42621980.00,5465910.00,47981568.00,16269432.00,64089044.00,22580294.00,9259797.00,6727296.50,290570.09,468920.59,460477.22,9708381.00,29905458.00,9836559.00,3168985.25,1311871.38,84335320.00,7633019.50,402414.91,831607.69,20863760.00,3466489.25,10522.01,5532.02,6925.89,14053.92,157304912.00,5609424.50,6551286.00,208102736.00,158820736.00,90418392.00,20689168.00,11418677.00,156769984.00,402561696.00,62748748.00,498160000.00,13718813.00
g,465,465,63,131.035263,11.497,0.838670,[M-H]-,,Glutaric acid,Glutaric acid,C5H8O4,0.743,2.096068,131.035263,80537792.00,4728432.50,492869.16,2534074.25,34133788.00,19881438.00,5816371.50,13592257.00,824871.75,13672303.00,265833.47,23584512.00,163508048.00,13968907.00,11177900.00,17880274.00,54335508.00,3231500.25,7782550.50,57209076.00,21864174.00,16118781.00,2661630.25,9851800.00,29893926.00,33446726.00,26755670.00,6237950.50,14112168.00,7375851.50,6120025.50,2637710.50,1790454.50,19571008.00,26454934.00,3803372.00,233453.70,1381229.00,4461346.50,14342357.00,29814758.00,2971527.25,458332.50,42235820.00,38318036.00,214476.45,5534473.50,18608426.00,347538.03,38293.19,44711.20,74174.55,78250.54,17246150.00,11694157.00,16565781.00,3722767.00,2193661.75,3194016.75,494604.53,45015092.00,60548844.00,33585224.00,33753484.00,83388600.00,20475972.00
g,467,467,65,131.035263,11.163,0.840477,[M-H]-,,Methylsuccinic acid,Methylsuccinic acid,C5H8O4,0.163,2.096068,131.035263,80945624.00,11465713.00,1476626.00,34052800.00,105787424.00,78235272.00,17150758.00,18039646.00,15356541.00,13737387.00,386258.59,73066664.00,164150736.00,21979760.00,22515520.00,84628672.00,54517388.00,3249149.00,11741865.00,108376288.00,60284348.00,16192773.00,6037106.50,9901781.00,30076928.00,33643948.00,33224406.00,41774612.00,14184011.00,59916708.00,11956085.00,18018448.00,50843588.00,19727622.00,26615626.00,3831779.00,888616.00,12428824.00,12258701.00,14411773.00,29935102.00,119648672.00,29648368.00,42360572.00,38509292.00,1540925.50,16491112.00,18744618.00,7663382.50,40555.77,45212.88,77785.88,78506.27,90608768.00,19179258.00,16730917.00,7419282.00,14835684.00,8619304.00,2438437.75,45217828.00,60847796.00,33682556.00,33911212.00,93886584.00,26629280.00
g,469,469,63,131.046463,11.836,0.843943,[M-H]-,,Glycyl-glycine,Glycyl-glycine,C4H8N2O3,0.578,1.863012,131.046463,1125285.88,1242044.88,712765.31,208855.05,1321725.75,342790.03,220723.20,25493.81,74836.38,17536.75,28017.21,1471640.62,1915475.88,1274733.88,230995.42,3529759.00,509749.34,30281.04,91855.80,1123715.88,90058.27,19600.11,22864.28,90619.91,363122.88,827999.81,234125.48,483784.53,119973.45,691245.75,249579.92,294008.03,353341.62,337455.91,117013.73,22542.49,17510.67,24834.71,170374.00,223061.05,124647.00,29404.38,30044.06,1020568.81,102324.23,5661.19,21253.60,171294.62,46214.19,6655.26,4677.36,9030.13,15994.71,862934.00,68541.54,86905.77,622053.44,660015.69,983748.69,231813.11,518754.16,1894188.38,976081.50,709711.94,1291629.12,114537.59
g,471,471,58,131.046509,10.347,0.852039,[M-H]-,,N-carbamoylsarcosine,N-carbamoylsarcosine,C4H8N2O3,-1.000,2.212326,131.046509,781898.94,450603.75,203282.17,144288.64,380480.16,116081.50,140088.30,199996.20,186074.20,225301.27,154314.61,170684.61,753662.94,140788.56,126148.34,297372.19,186263.23,231122.62,177619.39,173682.56,77038.29,540042.50,201042.95,202772.12,133875.47,167335.69,86066.36,153066.20,83440.05,167485.56,131383.62,201199.02,181086.06,101139.27,198818.88,334671.78,230561.80,469124.09,203053.19,146862.27,167932.61,241908.33,175813.27,232876.88,106783.23,352194.12,275461.28,189137.52,152501.34,1392.37,1063.26,2217.56,4430.86,296805.28,39699.64,0.00,3438433.25,333452.72,233125.92,116040.04,135208.81,436098.50,658463.69,191178.80,465891.22,65940.03
g,474,474,52,131.046463,11.801,0.827105,[M-H]-,,N-carbamoylsarcosine,N-carbamoylsarcosine,C4H8N2O3,-1.000,1.863012,131.046463,1125285.88,1250299.50,723461.50,214236.25,1321725.75,342790.03,220723.20,25493.81,74836.38,14499.99,28017.21,1497797.50,1915475.88,1297456.88,230995.42,3599684.00,509749.34,30281.04,91855.80,1136223.88,90058.27,19600.11,22864.28,90619.91,363122.88,837888.06,234125.48,483784.53,119973.45,698237.94,249579.92,300080.31,359277.84,342385.88,117013.73,22542.49,17510.67,24834.71,170374.00,223061.05,124647.00,29404.38,30044.06,1034396.31,102324.23,7030.43,21253.60,171294.62,46214.19,5781.60,4677.36,9030.13,15994.71,870011.56,68541.54,15450.80,628305.81,666923.69,1002116.44,235854.86,518754.16,1894188.38,976081.50,714629.00,1291629.12,114537.59
g,484,484,46,144.103271,9.170,0.849736,[M-H]-,,Acetylcholine,Acetylcholine,C7H15NO2,0.330,1.905985,144.103271,4719322.00,23229.18,1021952.19,56639.18,5277178.50,32008.00,255803.69,1109367.00,69472.98,0.00,21347.25,2628388.25,126301.80,29187.42,110227.95,2042761.00,35029.07,0.00,1165.07,952389.56,37523.72,13271.48,1469.60,584770.00,22214.91,315160.25,83764.85,559870.00,2355.87,1110343.62,6304.76,4753.16,1905.59,6325.84,144808.97,78934.28,32302.00,142331.77,207540.98,95930.12,98082.79,99452.99,47207.18,1321377.75,97973.59,1185.04,0.00,42362.74,45060.40,0.00,0.00,0.00,1144.73,1621014.62,15584.45,12304.58,9542.29,130931.85,241853.75,55043.52,52644.55,2830.98,2803662.75,60252.71,1167919.88,37614.39
g,486,486,13,145.050888,11.105,0.625510,[M-H]-,,Methylglutaric acid,Methylglutaric acid,C6H10O4,0.545,1.788337,145.050888,18930910.00,6586522.50,3318617.00,8571679.00,2643238.75,2580476.00,1862986.38,2817797.00,2315209.25,3160848.00,1491575.00,4899319.50,21287214.00,3147450.75,3658535.00,6245142.00,6579208.00,343008.34,1500990.12,6861893.50,3693113.25,2158954.25,587295.69,2215985.25,8504095.00,5483578.50,2359016.00,2650365.75,692965.38,2884931.00,3085508.25,6845648.50,5278312.50,1906049.50,4800815.50,962976.50,1511046.00,704800.81,1679182.38,2783681.25,7495080.00,3999868.25,2761854.25,7459878.00,4452358.50,292150.53,1275145.62,6032546.50,1562886.12,57626.86,56564.36,57223.02,65096.72,9346621.00,2698107.25,3235831.00,9025204.00,12139595.00,3632395.75,5837134.00,1966427.62,3924374.00,6293512.00,3778386.25,31931670.00,10156100.00
g,490,490,63,145.062164,11.040,0.849106,[M-H]-,,isoglutamine,isoglutamine,C5H10N2O3,0.165,2.103763,145.062164,13960844.00,4996457.50,3897564.25,2427145.75,5848901.50,2098623.50,1446933.12,391458.84,658570.94,228245.52,337560.06,6087670.00,9106507.00,6628520.50,2084995.00,14995601.00,3875396.75,20124.80,264206.59,6132222.00,409231.53,91353.52,72357.04,1063189.12,4358704.50,5452188.50,1125291.62,5948104.50,623883.06,3721551.00,1272518.50,3525643.25,2299407.75,1788358.62,744613.00,59303.12,87279.66,90150.44,731214.31,2014653.38,1153015.12,225208.08,187941.12,5150206.50,735837.19,21766.65,88730.44,970852.31,359395.03,8028.67,6129.96,7184.44,16996.81,3217972.75,595800.94,463680.72,3557132.00,4781254.00,3899900.75,1564418.00,1943084.50,7684832.00,3795498.75,3229514.00,5557148.50,1082856.62
g,491,491,60,137.024750,2.932,0.836974,[M-H]-,,p-hydroxybenzoate,p-hydroxybenzoate,C7H6O3,0.522,2.449880,137.024750,214297584.00,146683792.00,235948368.00,211458512.00,226937040.00,284426912.00,164324112.00,167590064.00,152005792.00,162563312.00,168752320.00,245834688.00,341996704.00,269341248.00,288791680.00,234951488.00,305054368.00,168519632.00,166600608.00,281173216.00,289082592.00,167494544.00,236966608.00,166951056.00,270907520.00,294818208.00,268551104.00,230357840.00,237613072.00,170800576.00,200397520.00,280720800.00,152678640.00,237893760.00,161026320.00,158389392.00,167293936.00,166050960.00,160976512.00,175728400.00,176276624.00,165447280.00,170602176.00,247169072.00,240257712.00,165532592.00,158429440.00,162299504.00,187895376.00,41828.93,42052.28,483938.34,272608.09,170297600.00,264996400.00,213083312.00,165605504.00,307479552.00,193418256.00,161285808.00,186617536.00,363182304.00,191431824.00,192161280.00,88372568.00,181688528.00
g,494,494,66,146.046234,13.031,0.840760,[M-H]-,,glutamate,glutamate,C5H9NO4,0.431,2.403027,146.046234,280600416.00,173284944.00,35561528.00,65761428.00,107209176.00,59896288.00,20475910.00,7766780.00,23476230.00,14151256.00,5671474.50,131241408.00,216762576.00,33823756.00,36703188.00,70591392.00,52931836.00,2760637.25,25067496.00,47142076.00,46504564.00,18465502.00,6930913.50,24925790.00,68649480.00,48525604.00,89013848.00,23085214.00,40408912.00,18153462.00,51845468.00,26396634.00,18290702.00,28447398.00,23423512.00,4076661.25,12299916.00,6722080.00,23264530.00,25027838.00,34844148.00,12007385.00,13222851.00,57346752.00,36618188.00,844644.94,3078139.25,16009792.00,20032490.00,301283.25,189576.67,94397.01,199386.30,42341404.00,15015608.00,16946916.00,45512468.00,97425288.00,30320150.00,14531988.00,24288758.00,125597400.00,165061392.00,47164052.00,78229848.00,28628682.00
g,500,500,60,147.030273,13.109,0.830753,[M-H]-,,(R)-(-) Citramalic acid,(R)-(-) Citramalic acid,C5H8O5,0.391,2.594505,147.030273,12275459.00,8819763.00,689429.81,938829.94,2197271.00,1428043.62,839981.94,387014.66,399700.59,425199.84,349920.28,2768822.00,4076026.25,2979369.25,1039147.94,1843857.62,1007098.31,564696.81,610252.69,1011463.44,995353.81,392254.47,503516.72,772161.94,2048739.88,881287.69,2149441.00,1868852.38,1211809.62,1079071.62,1135319.62,586428.44,838765.31,460175.78,656809.25,210158.88,288679.25,304442.59,579422.75,473416.84,596078.81,570465.81,461615.91,1299346.62,1349484.12,297327.38,272836.00,497340.50,426556.47,155035.33,142792.83,154313.50,167121.00,586870.00,399582.75,481206.50,18073530.00,5599350.00,735483.31,953277.81,1274926.25,2273708.25,2474568.00,1331992.50,3389418.75,1226414.62
g,501,501,50,147.045547,8.917,0.849842,[M-H]-,,trans-Cinnamate,trans-Cinnamate,C9H8O2,0.077,2.698005,147.045547,1543715.00,992123.44,327698.41,210079.44,1290972.38,114449.47,48269.18,12904.64,26596.84,3905.81,1515.52,1286350.50,1673971.62,149354.16,1450122.00,1278461.50,315123.09,1414.30,10131.02,921929.19,34649.41,2000.16,2867.61,51112.83,234672.17,254893.67,58812.96,307871.97,29693.54,258033.45,77444.49,269206.28,66626.87,64163.66,35191.04,1380.95,3733.51,3494.81,48887.84,119993.04,42833.31,25243.76,2600.37,518393.88,34963.36,5628.75,2010.16,91648.79,5974.04,1424.08,0.00,4605.26,2688.67,617891.81,61522.11,61728.11,1323579.12,1026881.75,521827.09,130392.91,94876.24,1106190.50,2884936.75,404479.12,3236576.25,79054.93
g,504,504,64,145.062180,13.418,0.854031,[M-H]-,,glutamine,glutamine,C5H10N2O3,0.063,2.208951,145.062180,709139.81,8266726.50,3279306.75,605626.75,13264821.00,188323.11,466112.34,142570.31,185062.83,85966.00,72538.70,4449666.00,9842373.00,549047.75,71447.24,4703866.00,1985096.00,56937.81,89500.96,4904964.50,304847.56,139743.86,86961.40,578748.81,1319879.00,977176.06,290632.41,1330313.38,147444.62,686908.44,316876.44,4481969.50,2712793.75,379255.22,232140.06,30430.62,106132.75,105596.34,1203706.12,670789.75,247309.92,231874.80,133116.28,3261474.25,188290.20,40175.12,26317.44,436822.16,131588.31,8645.75,2445.07,1919.46,10101.77,1792472.00,953303.75,1208214.62,1604660.62,1089838.12,2537274.25,1149376.12,370034.50,1908027.62,7651814.00,844530.00,340844.34,240383.55
g,505,505,60,137.024750,2.932,0.833146,[M-H]-,,3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,C7H6O3,0.028,2.449880,137.024750,212937328.00,146184560.00,235890048.00,211430320.00,224479152.00,284397152.00,164317136.00,167565888.00,152004976.00,162560144.00,168744400.00,245751552.00,340490048.00,269321824.00,288742624.00,234939776.00,305011584.00,168519632.00,166576864.00,281145376.00,289032928.00,167494544.00,236921488.00,166925744.00,270860256.00,294788256.00,268499840.00,230329408.00,237546672.00,170770752.00,200354736.00,280661696.00,152656368.00,237890432.00,161002928.00,158368784.00,167283024.00,166042512.00,160970576.00,175714896.00,176269712.00,165434736.00,170586560.00,247124176.00,240255408.00,165531344.00,158428944.00,162293168.00,187884752.00,43114.45,42195.30,485396.16,276963.72,170293264.00,264996400.00,213081872.00,165349216.00,306761088.00,193384432.00,161282992.00,185059920.00,362091264.00,189962368.00,191867440.00,87731032.00,181659392.00
