Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_Name,Sequencing_method,SRA Study,Submitter_Id
ERR4283122,WGS,252,4408295472,PRJEB38984,SAMEA7000155,1463095558,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235782,SAMEA7000155,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:18:00Z,1,SAMEA7000155,W0003_v1,Illumina Solexa,ERP122448,W0003_v1
ERR4283123,WGS,252,3918426876,PRJEB38984,SAMEA7000156,1286046514,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235783,SAMEA7000156,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-21T19:18:00Z,1,SAMEA7000156,W0003_v2,Illumina Solexa,ERP122448,W0003_v2
ERR4283124,WGS,252,4648226940,PRJEB38984,SAMEA7000157,2031546955,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235784,SAMEA7000157,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-22T01:35:00Z,1,SAMEA7000157,W0003_v3,Illumina Solexa,ERP122448,W0003_v3
ERR4283125,WGS,252,3781503180,PRJEB38984,SAMEA7000158,1598061332,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235785,SAMEA7000158,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:29:00Z,1,SAMEA7000158,W0003_v4,Illumina Solexa,ERP122448,W0003_v4
ERR4283126,WGS,252,3994812360,PRJEB38984,SAMEA7000159,1324973875,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235786,SAMEA7000159,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T01:35:00Z,1,SAMEA7000159,W0004_v1,Illumina Solexa,ERP122448,W0004_v1
ERR4283127,WGS,252,4539955644,PRJEB38984,SAMEA7000160,1498359041,GOTHENBURG UNIVERISITY,2016,human,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235787,SAMEA7000160,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-29T00:31:00Z,1,SAMEA7000160,W0004_v2,Illumina Solexa,ERP122448,W0004_v2
ERR4283128,WGS,252,4958317980,PRJEB38984,SAMEA7000161,1824430016,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235788,SAMEA7000161,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-13T22:39:00Z,1,SAMEA7000161,W0004_v3,Illumina Solexa,ERP122448,W0004_v3
ERR4283129,WGS,252,4745309940,PRJEB38984,SAMEA7000162,1762372719,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235789,SAMEA7000162,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-17T18:45:00Z,1,SAMEA7000162,W0004_v4,Illumina Solexa,ERP122448,W0004_v4
ERR4283130,WGS,252,4239544932,PRJEB38984,SAMEA7000163,1400745137,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235790,SAMEA7000163,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:19:00Z,1,SAMEA7000163,W0005_v1,Illumina Solexa,ERP122448,W0005_v1
ERR4283131,WGS,252,4374877752,PRJEB38984,SAMEA7000164,1460884361,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235791,SAMEA7000164,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-17T01:44:00Z,1,SAMEA7000164,W0005_v2,Illumina Solexa,ERP122448,W0005_v2
ERR4283132,WGS,252,4298461020,PRJEB38984,SAMEA7000165,1585446278,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235792,SAMEA7000165,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-19T12:42:00Z,1,SAMEA7000165,W0005_v3,Illumina Solexa,ERP122448,W0005_v3
ERR4283133,WGS,252,5897528028,PRJEB38984,SAMEA7000166,2255378944,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235793,SAMEA7000166,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-29T01:21:00Z,1,SAMEA7000166,W0005_v4,Illumina Solexa,ERP122448,W0005_v4
ERR4283134,WGS,252,4116907368,PRJEB38984,SAMEA7000167,1403583146,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235794,SAMEA7000167,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-13T17:36:00Z,1,SAMEA7000167,W0006_v1,Illumina Solexa,ERP122448,W0006_v1
ERR4283135,WGS,252,4239691344,PRJEB38984,SAMEA7000169,1395707531,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235795,SAMEA7000169,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-21T08:06:00Z,1,SAMEA7000169,W0006_v2,Illumina Solexa,ERP122448,W0006_v2
ERR4283136,WGS,252,4997008296,PRJEB38984,SAMEA7000170,1836722822,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235796,SAMEA7000170,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-21T05:52:00Z,1,SAMEA7000170,W0006_v3,Illumina Solexa,ERP122448,W0006_v3
ERR4283137,WGS,252,3726293004,PRJEB38984,SAMEA7000171,1418832113,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235797,SAMEA7000171,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-19T19:44:00Z,1,SAMEA7000171,W0006_v4,Illumina Solexa,ERP122448,W0006_v4
ERR4283138,WGS,252,4005994608,PRJEB38984,SAMEA7000172,1349945891,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235798,SAMEA7000172,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T01:10:00Z,1,SAMEA7000172,W0007_v1,Illumina Solexa,ERP122448,W0007_v1
ERR4283139,WGS,252,4314796668,PRJEB38984,SAMEA7000173,1433564143,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235799,SAMEA7000173,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:24:00Z,1,SAMEA7000173,W0007_v2,Illumina Solexa,ERP122448,W0007_v2
ERR4283140,WGS,252,4550932008,PRJEB38984,SAMEA7000174,1668039408,GOTHENBURG UNIVERISITY,2016,human,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235800,SAMEA7000174,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-16T13:30:00Z,1,SAMEA7000174,W0007_v3,Illumina Solexa,ERP122448,W0007_v3
ERR4283141,WGS,252,5359052916,PRJEB38984,SAMEA7000175,1980631694,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235801,SAMEA7000175,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-22T01:23:00Z,1,SAMEA7000175,W0007_v4,Illumina Solexa,ERP122448,W0007_v4
ERR4283142,WGS,252,4305984480,PRJEB38984,SAMEA7000176,1436405644,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235802,SAMEA7000176,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-29T00:33:00Z,1,SAMEA7000176,W0008_v1,Illumina Solexa,ERP122448,W0008_v1
ERR4283143,WGS,252,4073269536,PRJEB38984,SAMEA7000177,1352533812,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235803,SAMEA7000177,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T01:07:00Z,1,SAMEA7000177,W0008_v2,Illumina Solexa,ERP122448,W0008_v2
ERR4283144,WGS,252,4897562796,PRJEB38984,SAMEA7000178,1788810885,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235804,SAMEA7000178,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:31:00Z,1,SAMEA7000178,W0008_v3,Illumina Solexa,ERP122448,W0008_v3
ERR4283145,WGS,252,4849305804,PRJEB38984,SAMEA7000179,1816380328,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235805,SAMEA7000179,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-08-01T06:53:00Z,1,SAMEA7000179,W0008_v4,Illumina Solexa,ERP122448,W0008_v4
ERR4283146,WGS,252,4371099012,PRJEB38984,SAMEA7000180,1439314346,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235806,SAMEA7000180,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-21T19:16:00Z,1,SAMEA7000180,W0009_v1,Illumina Solexa,ERP122448,W0009_v1
ERR4283147,WGS,252,4233126240,PRJEB38984,SAMEA7000181,1409974658,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235807,SAMEA7000181,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-13T08:11:00Z,1,SAMEA7000181,W0009_v2,Illumina Solexa,ERP122448,W0009_v2
ERR4283148,WGS,252,4671166752,PRJEB38984,SAMEA7000182,1674417767,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235808,SAMEA7000182,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-23T01:56:00Z,1,SAMEA7000182,W0009_v3,Illumina Solexa,ERP122448,W0009_v3
ERR4283149,WGS,252,5279856876,PRJEB38984,SAMEA7000183,1990965805,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235809,SAMEA7000183,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-20T16:09:00Z,1,SAMEA7000183,W0009_v4,Illumina Solexa,ERP122448,W0009_v4
ERR4283150,WGS,252,4105741248,PRJEB38984,SAMEA7000184,1396920254,GOTHENBURG UNIVERISITY,2016,human,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235810,SAMEA7000184,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-28T00:19:00Z,1,SAMEA7000184,W0010_v1,Illumina Solexa,ERP122448,W0010_v1
ERR4283151,WGS,252,4225098024,PRJEB38984,SAMEA7000185,1396144674,GOTHENBURG UNIVERISITY,2016,human,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235811,SAMEA7000185,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-29T18:02:00Z,1,SAMEA7000185,W0010_v2,Illumina Solexa,ERP122448,W0010_v2
ERR4283152,WGS,252,4997813688,PRJEB38984,SAMEA7000186,1826165717,GOTHENBURG UNIVERISITY,2016,human,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2022-01-05,2022-01-05T00:00:00Z,2022-01-05,2022-01-05,ENVO:00002003,ENVO:00002003,ENVO:00002003,ERX4235812,SAMEA7000186,Sweden,Europe,Sweden,57.70887,11.97456,human-gut,GOTHENBURG UNIVERISITY,GOTHENBURG UNIVERISITY,2022-01-05T00:17:45Z,2022-01-05T00:17:45Z,public,Illumina HiSeq 2500,metagenome,TRUSEQ_PCRFREE,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,S3WP_microbiome,2022-01-05T00:00:00Z,2022-07-12T21:29:00Z,1,SAMEA7000186,W0010_v3,Illumina Solexa,ERP122448,W0010_v3
